Name,ID,smiles,MF_PC_0,MF_PC_1,MF_PC_2,MF_PC_3,MF_PC_4,MF_PC_5,MF_PC_6,MF_PC_7,MF_PC_8,MF_PC_9,MF_PC_10,MF_PC_11,MF_PC_12,MF_PC_13,MF_PC_14,MF_PC_15,MF_PC_16,MF_PC_17,MF_PC_18,MF_PC_19,Yield
Ra01_Rb004,CNP1,N#Cc1c(-c2ccccc2)nc(-c2ccccc2)c(C#N)c1-c1c2ccccc2cc2ccccc12,1.185354545553533,-0.2973676247308335,0.8339234659293759,-0.5778680307385565,-0.0771576213901014,-0.3875286691106987,-0.5293120629158716,-0.181317474097094,-0.289225864136705,0.2774567300853422,0.1797725093846992,-0.0656596240984639,-0.3898552203355485,0.2793697859322138,-0.5856143959842213,-0.8231290047768338,0.3281022193298512,0.0086815627747892,0.2250165765944129,0.2003386198362843,0
Ra03_Rb010,CNP2,N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)c(C#N)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2C#N)cc1,0.7614057262929929,-2.41042087670241,-0.0564112295119564,0.2355141871236288,1.0855046671944808,-0.9013796038277332,-0.6674703512899158,-0.5062796480765306,-0.3019766131117607,-0.8027746616637013,-0.4441030784376131,0.238396351170851,0.2184148961744882,0.85202470923816,0.0213349763426279,0.6247993027497263,-0.2783714306917737,-0.3710265325581166,-0.0684070734389783,-0.2297738238556758,7
Ra05_Rb018,CNP3,Cc1ccc(-c2nc(-c3ccc(C)cc3)c(C#N)c(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c2C#N)cc1,2.3802684027210903,1.3522169694472972,-0.6175096569267972,0.8735635127657564,0.8259206126440877,1.430319325177288,-0.686326205181959,0.6194550149673814,-0.957203744200139,-0.2082203622846662,0.4056047884364818,0.338363226362789,-0.1818155469189755,0.7995208337357727,-0.2049510431395394,-0.1004525369646402,-0.2393875690094983,0.4901347476144226,-0.5577958602995514,0.0691443147338601,39
Ra01_Rb012,CNP4,N#Cc1c(-c2ccccc2)nc(-c2ccccc2)c(C#N)c1-c1ccc(C#Cc2ccccc2)cc1,1.526082281062868,-1.4475182714618235,0.7701427646786404,-0.6347815134825346,1.497223106747434,-0.6038192465010284,-0.0178121671872209,-0.2307757777100664,0.0679565809990151,-0.2178304261081051,-0.2816132093244371,0.8409516765046596,-0.1606953516884993,0.2894530192831159,-0.5663523148670263,-0.2077045017047648,0.6382538302860131,-0.1150353703100157,-0.1315314829959056,0.5061289663481212,2
Ra13_Rb001,CNP5,N#Cc1c(-c2ccc3ccccc3c2)nc(-c2ccc3ccccc3c2)c(C#N)c1-c1cccc2ccccc12,1.6364643482716343,-0.3750021906590941,1.4066350631003888,-1.0079571258191955,-1.6959253745853362,-0.6712556716769885,-0.6075879951902733,0.2930529367970079,-0.1149471050516863,0.6890839000131561,0.1474348328762225,-0.6144914831476884,-0.0084073674343894,-0.1303938469022538,0.276737248742151,-0.4609351050053532,0.4279020759736657,-0.5186664963839562,-0.1198265885853256,-0.0294801302644176,1
Ra15_Rb024,CNP6,Cc1ccc(-c2ccc(-c3c(C#N)c(-c4cccc(F)c4)nc(-c4cccc(F)c4)c3C#N)cc2)cc1,1.78983094991184,-1.2537115147948723,0.1732929958796508,-0.6388878572092537,0.4616183996328674,1.960197358938924,0.2500277961760467,-0.0649041867572311,0.8428362912679829,0.8721008649374064,0.3176559105256447,0.4507007946420713,-0.965615954293438,-0.8352674415840703,0.4185330421723963,-0.4821762435388495,-0.264343439750301,-0.4313118212449303,-0.329274391812297,-0.1300213595442119,0
Ra16_Rb020,CNP7,N#Cc1c(-c2cccc(Cl)c2)nc(-c2cccc(Cl)c2)c(C#N)c1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,2.182267172052395,1.0729991022328629,0.2842363117089558,0.0490472338808588,1.286058729122846,-0.2045289022576394,-0.8796863815553458,0.8593767341084033,-0.6914441282000611,0.2498091647369145,0.7075202241721175,0.2314099891109326,0.2753447996352384,-1.1091151679057445,2.0071551789501254,-0.4448579810437594,0.6220862636528952,0.2326952194568338,0.5774405780119423,-0.2841859723420978,10
Ra18_Rb019,CNP8,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3c(C#N)c(-c4ccc(I)cc4)nc(-c4ccc(I)cc4)c3C#N)cc2)cc1,1.0026115885061355,-2.496873920334066,-1.1893720456722277,1.155316330073662,-0.323854207204982,-0.5325064112408986,2.0277907539353084,0.200234499773198,-0.255612016226788,-0.8168034886713604,-0.1240104544600368,-0.5867490447064713,0.0654241838180359,-0.3428228381614423,0.4333754081188274,0.3679825147121414,-0.1306604800610587,-0.6659385253078879,0.4767108018947872,-0.8689511340712849,0
Ra14_Rb009,CNP9,COc1ccc(-c2c(C#N)c(-c3cccc(Br)c3)nc(-c3cccc(Br)c3)c2C#N)c2ccccc12,1.6743919888155132,-0.3993711382161737,0.6726316442154066,-0.3820203512575079,-1.8079617656942075,-1.0936990021259436,0.1497977528605835,0.6356764987219264,0.3815409318043924,1.6294851486706252,0.493176769381476,0.339881868129307,0.1515708559669377,-0.9102521003434983,-0.0660189746143183,-0.412505171620026,-1.0978108263771342,0.0627718126165881,0.8773350897325336,2.246682339407519,15
Ra03_Rb009,CNP10,COc1ccc(-c2c(C#N)c(-c3ccc(C#N)cc3)nc(-c3ccc(C#N)cc3)c2C#N)c2ccccc12,1.9299873957738216,-1.0479852471397064,0.6523949802211991,-0.437776239538839,-1.2553504496679797,-1.2168592339334976,0.1073150150189358,0.8402594302379653,-0.5588454962529039,-0.123822737611211,-0.4606749880986736,0.5231339897925307,0.6578763388935597,0.4278651702274891,-0.7557310929733202,0.3923433085584371,-0.9792339477742044,0.7589429135786224,0.5780808094377166,1.3159207651404867,3
Ra14_Rb016,CNP11,CCn1c2ccccc2c2cc(-c3c(C#N)c(-c4cccc(Br)c4)nc(-c4cccc(Br)c4)c3C#N)ccc21,2.4620646052025235,1.1558156533103303,-0.2155717742344024,1.5551186815869802,-0.4855099267360876,-0.1936183579605379,-1.1066534587939278,-1.3754682006468184,1.2322085728269505,0.827057262362589,0.2426210777959746,-0.161036759462363,0.572009145768397,-0.6679839034977432,0.2369977331259682,0.4955085360830367,-0.5932862141149277,-0.5087633729078026,0.5535335522564458,0.8663359164697537,26
Ra03_Rb003,CNP12,N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)c(C#N)c(-c3ccc4c5c(cccc35)CC4)c2C#N)cc1,1.8027184531183735,-1.1352196661566785,1.104119374020301,-1.427106064979777,-1.2960818209185143,-0.7993330196620553,-0.9047559976705286,0.9537706442959216,0.0179578308754735,0.062611838776314,-0.4077148831437302,0.0025616577716932,1.2069000545659945,0.9526415976267602,-0.443296312605246,0.7548695926537118,-0.7327944611289322,0.9342288188280582,0.1947400538577546,-0.5225494858786716,2
Ra04_Rb027,CNP13,N#Cc1c(-c2ccc(Br)cc2)nc(-c2ccc(Br)cc2)c(C#N)c1-c1ccc(-c2ccc(F)cc2)cc1,1.447920918656387,-1.542335184709876,-0.0534646220956501,-1.2754491342685652,0.972888469270658,0.7414291839966065,0.6587949934965238,-0.42731208623908,0.6208834508944536,-0.4334726154795051,0.222416989197167,-1.2672212467120147,0.3376238200962669,-1.4138218371389295,-0.7641128757985216,-0.5759948262425216,-1.109312971345081,-0.1538645248718732,0.4997180557405307,0.213891198360962,1
Ra17_Rb016,CNP14,CCn1c2ccccc2c2cc(-c3c(C#N)c(-c4cccc(OC)c4)nc(-c4cccc(OC)c4)c3C#N)ccc21,2.7118377181550204,1.0526973048253945,-0.3475374940155684,2.3081314562458464,-1.0098717517014957,-0.9302305128521048,0.3744133938487203,-1.0473636045772814,0.795552712098186,0.5457866961852915,-0.0494265205285914,0.4072754362365595,0.0165993850709582,-0.5347090262280888,0.6661758959148211,0.0886164039050354,0.1820317661494846,-0.2989060860933734,-0.2637180880877974,0.1272973417530045,49
Ra08_Rb012,CNP15,N#Cc1c(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-c3ccccc3)cc2)c(C#N)c1-c1ccc(C#Cc2ccccc2)cc1,1.5462265340118946,-1.5005931771683896,0.8629884400276734,-0.7001954469642582,1.6603688928109157,-0.5115501906649914,0.0337163451790871,-0.3096700741730327,0.2268509862185785,-0.2101592313366803,-0.3800787546016463,0.8656272497935845,-0.3437853592999871,0.2501414335717108,-0.5811440412757597,-0.1887943148264448,0.5203592070044117,0.0849627305906273,-0.0819074013281564,0.3661368850798596,0
Ra03_Rb014,CNP16,N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)c(C#N)c(-c3ccc(-c4cccc5ccccc45)cc3)c2C#N)cc1,2.0210117178291176,-1.0004659473893485,1.279778909283654,-1.2094300599832004,-0.2822234943024158,-0.6992302213178446,-0.9003659727186591,-0.0126461982214117,-0.4649777964776905,-1.0928298622473511,-0.8680689786147797,-0.3523470158581167,-0.1880687499474342,-0.0300289139128264,0.0303024038334256,0.7613567718871603,0.2398360024849196,-0.5271922067483276,-0.1573986253956559,0.4865923095669604,2
Ra01_Rb014,CNP17,N#Cc1c(-c2ccccc2)nc(-c2ccccc2)c(C#N)c1-c1ccc(-c2cccc3ccccc23)cc1,1.7240880335570103,-0.8029563589964542,1.3593428877788671,-0.8871237110667356,-0.1073742130986303,-0.46295347686224,-0.763414080788241,0.0271614818867531,-0.4549931110032861,-0.3937492218508386,-0.0906161135196271,-0.8832869642955923,-0.8202038260461629,-0.2631314793479672,-0.0840284436281602,-0.0212009334194711,0.9587530432900484,-0.7741548279973852,-0.4252447274964943,0.5511005801751548,0
Ra21_Rb028,CNP18,N#Cc1ccc(-c2ccc(-c3c(C#N)c(-c4cccc(C(F)(F)F)c4)nc(-c4cccc(C(F)(F)F)c4)c3C#N)cc2)cc1,1.728074090587549,-1.210562179720926,1.0312764407495418,-1.043367375855102,0.7646502406207666,-0.17953398550256,-0.1451155234601442,-0.1200535538245814,1.9405243536758996,-0.4712050566106465,-0.3825999954555971,1.02266765373997,0.1333264473192887,-0.5441090940257924,0.8663884797576374,0.1373743109213021,-0.3125680761807565,-0.021934802770664,-0.3117175069875171,-0.387286718119319,1
Ra11_Rb023,CNP19,CN(c1ccccc1)c1ccc(-c2c(C#N)c(-c3ccc(Cl)cc3)nc(-c3ccc(Cl)cc3)c2C#N)cc1,0.8726491821067287,-1.9016610355235373,-0.240715120290532,0.0684541476645547,0.956555597833064,-0.0055818936895102,-0.180007498592069,-0.1628438631729423,-0.5117278172483299,-0.3339407808862518,0.3137975693694875,-0.4783912352814569,-0.1086846617927471,0.5774828354234834,0.3677788901769127,-0.6506033383865621,1.786604599529048,0.2321583084589787,1.4973382558875603,0.2291901786998665,0
Ra05_Rb026,CNP20,Cc1ccc(-c2nc(-c3ccc(C)cc3)c(C#N)c(-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)c2C#N)cc1,0.7793591002351348,-2.404476333253339,-1.1903506657954854,0.2805080947244207,0.2641004319541877,1.645795748657079,0.1118913897108757,0.1713093254881768,-0.3263305633871556,-0.1840873957651331,0.0950013953104049,-0.188511486411402,-0.2971292324981333,0.4385458487387488,0.3205247260624821,0.6738063666716134,-0.0994392521388627,-0.5127850154274733,0.0117542194943371,0.1148936995896415,0
Ra03_Rb020,CNP21,N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2C#N)cc1,2.3065754414124977,0.5780468794747191,0.1246508291971973,-0.2101286935829021,1.4782465802975275,-0.5003670056434975,-0.85289734618201,0.8697012428955142,-1.286408620022632,-1.2071142404856412,-0.2203036250261532,0.5905130241856074,0.9296281070584008,-0.2077859144460127,0.5982961587938159,0.5869662321486211,-0.6973409099577774,0.3139774762397649,0.0361066234837862,-0.2687521349387511,10
Ra05_Rb020,CNP22,Cc1ccc(-c2nc(-c3ccc(C)cc3)c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2C#N)cc1,2.2397655274810617,0.682079345931046,-0.567657928606419,0.1739535672142509,0.9724408603869372,1.492938570254044,-0.5893098698349044,1.276900332038022,-1.7616176735795464,-0.5135775795198597,0.4553112016505526,0.4007142866967987,0.0851772391989304,-0.1945611961300145,0.5229129579542573,0.2030052377595191,-0.2157803507089987,-0.0407755488536625,-0.246957291525631,0.0937388434907489,24
Ra09_Rb016,CNP23,CCn1c2ccccc2c2cc(-c3c(C#N)c(-c4ccc(OC)cc4)nc(-c4ccc(OC)cc4)c3C#N)ccc21,2.678442270734324,0.8528692132135188,-0.803049325406443,2.353649417200115,-0.9822077822918652,-0.7455098468725274,0.8775851053003213,-0.8401476522253642,-0.1093171819582568,-0.4689620214207252,-0.3089332567823685,-0.1681511031408187,0.4306493849020065,0.1531316934888072,-0.2758099996276015,0.235992706157703,-0.0339473960714305,-0.0132207353255856,0.1913075080746613,-0.2761207733511636,52
Ra17_Rb017,CNP24,COc1cccc(-c2nc(-c3cccc(OC)c3)c(C#N)c(-c3ccc4c(c3)c3ccccc3n4C)c2C#N)c1,2.608225089530378,1.0772179640846586,-0.1530630151278677,1.6523078691765123,-0.7579407088396463,-0.8225275366302631,0.915656890691408,-0.2332587165266781,0.4313981186800363,0.4009340801878603,0.0890516521353031,0.2252274849584822,-0.8319031216778222,-0.7009046993647999,0.516170723479112,-1.1264294606788732,0.1491377620392004,0.6413023473919862,-0.97785356791686,0.5510583883096015,43
Ra09_Rb020,CNP25,COc1ccc(-c2nc(-c3ccc(OC)cc3)c(C#N)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2C#N)cc1,2.391071404869585,0.6484421110736788,-0.50793324550672,0.946633222713803,0.383430390009125,-0.7116992000190848,1.239990339774042,1.4817200633828396,-1.7864225692686972,-0.9865100281963352,0.2833941365693366,0.2725418849591953,0.2608446902742364,-0.7987926630685065,0.6710046937429206,-0.1092286001493558,-0.0859187215942891,0.1287860342580499,-0.1201641427560233,-0.3148415904508785,30
Ra07_Rb001,CNP26,N#Cc1c(-c2ccc(C(F)(F)F)cc2)nc(-c2ccc(C(F)(F)F)cc2)c(C#N)c1-c1cccc2ccccc12,1.4060349908809646,-0.5741407469075746,1.4589320615946215,-1.3866334579935735,-1.4817938382361866,-0.1834602733558486,-0.8755708120436673,0.7223986923175401,0.3523037430546763,-1.270867631455469,0.1363513551432389,-1.0813992690774883,0.2327060396005986,-0.1766437379081367,-0.1075034317695144,-0.1992637970474186,0.7359537587277013,-0.2158850997267052,-0.8992641313221713,0.379755878869116,0
Ra10_Rb012,CNP27,N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cc5)cc4)c(C#N)c(-c4ccc(C#Cc5ccccc5)cc4)c3C#N)cc2)cc1,1.6624264323019171,-1.574934984699999,0.7878441176264158,-0.8038063839646152,1.5601963798688852,-0.6260833322724854,-0.0820463301614917,-0.4406714082950376,0.1181801235184092,-0.6355973756737788,-0.7808391607354516,1.0369268498980222,0.0751938693750244,0.5600528681761217,-0.6431129832449997,0.1983169126604974,0.1325482861317371,0.1739878553437429,0.0901006258018797,0.2011859754569898,0
